,BCUTi-1h,Xp-2d,MATS8dv,VE1_D,AXp-2d,ATSC3m,AATSC1s,MATS2i,SdCH2,SsOH,ATS2pe,ETA_eta_RL,MATS2m,VSA_EState7,VR3_DzZ,GATS1se,VR2_Dzare,ATSC0v,SMR_VSA1,MATS3i,AATS1pe,VSA_EState1,nBondsM,VE1_Dzp,SRW09,EState_VSA2,Mp,bpol,nFAHRing,C1SP3,AETA_beta,SlogP_VSA1,LogEE_Dzm,MATS1dv,GATS6i,SpAD_Dzp,MATS1d,BCUTs-1l,MATS1s,ATSC1s,BalabanJ,AATS5p,GATS3Z,IC4,AATS0m,TMPC10,Xch-6d,AATSC3dv,BCUTd-1l,AATSC5s,MATS7c,MATS1dv,Vinyl,ATSC2Z,AMID_C,MATS1s,AATSC0p,BIC2,out
0,13.895848705710861,8.628554571375085,0.04454377053089292,4.564679902219748,0.3018434977300657,-256.13955466323915,-0.04769583630081056,0.0418133113837608,4.8543222732688465,0.0,506.43842959999995,10.419959373796194,-0.022304027851433816,3.7390267659329366,5.495943031586073,0.7084428928935328,5.238225857640665,2272.5182753371128,18.033409060853575,-0.2743880871665705,6.472033926136364,10.67624951509703,5.734,4.570674919253927,2.366076749219606,25.804847148743995,0.6555349230496794,32.726531803,0.0,4.441,0.8942556818181818,4.625761382739424,89.15791713733009,0.32387961020787576,0.8723946428042323,283.7650482852471,0.3628749786839064,1.2128323778642152,-0.014711884387897679,-1.2870170017183298,3.267506518162291,1.2072084431099621,0.8681204335681653,3.8686367855921837,107.96538528864981,465.647,0.18865920082826346,-0.045936066576017925,0.9655910114484405,-0.06283458106108254,-0.039117396428969345,0.32387961020787576,0.0,-58.19568702608696,1.3824887813797635,-0.014711884387897679,0.29917713424164843,0.648013965486674,1.544
1,13.64845608541344,12.573157370158626,0.11225430329211103,5.26301249004311,0.3381436371476299,-2045.5437292880174,-0.09053928569216535,0.07994549628691669,4.767246756440408,0.0,663.2643277000001,13.339168354042599,0.11305555461013442,0.3028394134266806,6.14113606010477,0.742280112814623,5.743652156615447,3131.4591218549726,33.80787628903152,-0.49576199930529863,6.442004953181272,18.74807656074158,4.906000000000001,5.278183140081668,0.0,56.54408150505458,0.6491905338238307,46.18979229000004,0.0,7.547000000000001,0.8154876893939393,0.0,146.8643565915637,0.36986128786081696,1.0109280961821376,491.6051183853307,0.2520902519796861,1.1386002255954204,-0.040446899017327294,-4.359276593903977,5.236894860187279,1.2800344768748344,1.214241845575656,3.6399989989186787,110.81380755898147,416.5110000000001,0.0,-0.23012873232056655,0.9745175318012895,-0.38138089677096726,-0.12925629398677005,0.36986128786081696,0.0,91.5156494373451,1.3318323556950638,-0.040446899017327294,0.3164650327764079,0.6079800382781589,1.514
2,13.646089901690416,8.080735953826078,-0.011130723606421186,4.492360487832956,0.32104548874617167,-215.07757714983578,-0.09220937657470392,-0.05542305166028488,3.314184573076501,0.0,444.73509590000003,10.10666897765488,-0.05751743085886552,1.9615402365771453,5.37187021062687,0.7383794562083452,4.96256087241041,2153.5270138948204,24.009596947299237,-0.20410072467021234,6.4944530625,12.814696436759888,6.366999999999999,4.487855242811057,0.0,26.639954935503834,0.6707765160344312,30.682567196000008,0.0,4.595,0.9691840277777777,0.0,86.2986892208389,0.3071800579161367,0.9613163147345378,284.84453143610557,0.30588675869228754,1.29942707472512,-0.04102181440929617,-2.5875788966049367,3.5771583055557374,1.3156026122426343,0.8409282509932551,3.96535037840623,116.64735078936252,279.456,0.04008333333333333,-0.0030573268157152167,0.9673348242986224,-0.18631417701905695,-0.10708887684946909,0.3071800579161367,0.0,-80.36169188750003,1.382212059306812,-0.04102181440929617,0.32044884943148305,0.6888267364556492,1.542
3,13.640821772135661,6.345514991108759,-0.03870439735630342,4.004889676325389,0.3371847503112601,-13.175728388774282,-0.11093246637151002,-0.06256363444228065,3.7207061735162386,0.0,351.86016820000003,8.213410043169867,-0.08714133483975314,1.7938870169966519,4.723932081527066,0.7876366891063413,4.357158776838559,1732.525797432459,18.361198120564673,-0.1449018926387581,6.475899489130436,11.011717687914672,5.982,3.9984799445208887,0.0,14.717556009563406,0.6704604977584832,24.372203896000006,0.0,4.034000000000001,0.9388208333333333,0.0,61.725427801502754,0.2440309848120757,0.9165401827971278,204.62898663632507,0.2563720682501726,1.335880137180117,-0.0349247502735143,-3.491354853066944,2.88656530167788,1.3020012608379465,0.8430722275520666,3.78867367338221,116.23103785221667,215.264,0.045,0.09085945555784995,0.9687755555855495,-0.1581259809443377,-0.10117235121856968,0.2440309848120757,0.0,-79.59366956111113,1.3783818519454636,-0.0349247502735143,0.3288269011493966,0.6748505572258665,1.559
4,13.64026998976226,6.165553972600906,-0.0412949132987358,3.9543517450322097,0.3388981669076893,6.926141446031139,-0.11256767855229771,-0.06343645774550069,3.755157156604352,0.0,342.35341530000005,8.01743539463077,-0.09038503487409831,1.7739463089023872,4.656553637807046,0.7928694887518459,4.294139190223447,1689.5354032423634,17.778167833706878,-0.13864641657849425,6.473845932065218,10.829112056143446,5.933,3.9477930182963394,0.0,13.493882174052082,0.670423880477545,23.734613924000005,0.0,3.981,0.9350993055555556,0.0,59.19636057979115,0.2375124581653258,0.9122057305549247,196.39414094434318,0.25102863838601985,1.3393117478248373,-0.034131778760821484,-3.5749017529403546,2.816741995436263,1.3003028901507685,0.8434001723193754,3.769703755411255,116.23640915076251,208.536,0.04541666666666667,0.09981500036350095,0.9689520014796925,-0.1550549753495266,-0.1006253944650471,0.2375124581653258,0.0,-79.70013482083334,1.3776033133258916,-0.034131778760821484,0.3299084806493475,0.6733311585735631,1.56
5,13.639694351660058,5.975112496501845,-0.044447365019036136,3.9008430998098005,0.34065088875166044,29.477731327268778,-0.11476631377073923,-0.06415811427685336,3.803388532927711,0.0,332.1015469,7.809472556962037,-0.09355590567484101,1.7567436154975078,4.585526620470502,0.7982172096565869,4.227805186200831,1643.0151780346741,17.156954272067324,-0.13220367263903982,6.4718703260869574,10.629178932560679,5.8950000000000005,3.8940526010513348,0.0,12.17938653411186,0.6703909993512975,23.034140500000007,0.0,3.9170000000000003,0.9320354166666667,0.0,56.4903134310095,0.2305674109459224,0.9071464745293494,187.55087670428247,0.24569201943241492,1.3434761359548129,-0.03353795400147906,-3.6788675662902843,2.7401055856372363,1.2989450797536406,0.8435859584828405,3.750616630123644,116.16795254866668,201.524,0.046,0.1104903687964156,0.969097448577884,-0.15203051524084893,-0.09994479714394786,0.2305674109459224,0.0,-79.5285652777778,1.3773617566678997,-0.03353795400147906,0.33072823882674196,0.6718300531567274,1.56
6,13.645329145068908,6.729477468504489,-0.202393367136103,4.121280546355241,0.33226279365741035,-84.03842659947775,-0.09214426037184842,-0.0888010808426753,3.4313179155760865,0.0,359.361532,8.539531875385244,-0.07269234790283932,1.8303685804030825,4.907693090409322,0.744364891987982,4.485480174744578,1754.1380048215453,20.778452300560673,-0.1053804178069275,6.528100902777778,10.71272603080121,6.164000000000001,4.119380334775572,0.0,25.84948808962354,0.6735772291467068,24.80118512,0.0,3.5440000000000005,0.9847083333333333,0.0,65.76702286907388,0.30150316217602274,0.8934324000011071,219.08383000352188,0.25114977317998155,1.325225958624159,-0.042065258931659126,-2.9128331441744497,3.0457588141153673,1.3042203144457438,0.8639180378771854,3.829348473945172,120.95273047712502,218.834,0.041499999999999995,-0.1155088596727134,0.9669866527225649,-0.1511436762805153,-0.0004703947526595864,0.30150316217602274,0.0,-70.232218375,1.350109008532845,-0.042065258931659126,0.327287362866423,0.6978263537642386,1.556
7,13.64525504113431,6.600432422795867,-0.22057783707536022,4.085801488430528,0.3332908662397291,-70.48334967521619,-0.09253084548937103,-0.09176906768225551,3.4519885054289543,0.0,351.0921307,8.389646323957528,-0.07395946592786562,1.8208301137424285,4.86348097181644,0.7448665893903949,4.440204628684947,1715.3771689572131,20.4639160960109,-0.0962109738476746,6.53135342361111,10.50848878999748,6.154999999999999,4.084083760406732,0.0,25.739207258777615,0.6738420867624039,24.222043148,0.0,3.4389999999999996,0.9867693452380952,0.0,63.78676013774212,0.3008236458562629,0.8866646388255011,212.71267718546204,0.24620372384921177,1.3281040234666435,-0.04233932852584871,-2.956692010311783,2.992891227921323,1.3034717950928922,0.8659403098333809,3.81711311075861,121.29630293935537,213.152,0.041749999999999995,-0.12489723292990995,0.966925213527229,-0.14798838491455604,0.009551721195174487,0.3008236458562629,0.0,-69.0693520375,1.3475571592825597,-0.04233932852584871,0.3276908941450175,0.6987212403979034,1.556
8,13.645178730538186,6.465454769194028,-0.2396653418143827,4.048725208418095,0.3344018974569143,-57.16554899048147,-0.09261048217456722,-0.09505504955621184,3.4657688986641997,0.0,342.53864730000004,8.233055335307359,-0.07543536245436933,1.8083826876715257,4.817139769651703,0.7454491451542287,4.392611515259657,1675.3462744110047,20.139848491323256,-0.08640642243757912,6.534723104166667,10.297754889350802,6.1370000000000005,4.04725315925287,0.0,25.652617588741904,0.6741212785027804,23.630718692000002,0.0,3.333,0.9884469246031746,0.0,61.73157096713529,0.30022645313999086,0.8798212242466324,206.1238602262976,0.24079772294675564,1.3307719320293931,-0.04248180870616455,-2.991988149623703,2.939344867589617,1.3024090436543545,0.8681987737005761,3.8036929246198943,121.7115461739661,207.12,0.041916666666666665,-0.13583383930835644,0.9668842527897912,-0.14451981657424154,0.020166802226465157,0.30022645313999086,0.0,-68.01464221250001,1.3444630918420084,-0.04248180870616455,0.32831927048606413,0.6996279835699992,1.556
9,13.756527649900043,5.963004698213108,-0.2773910776179632,3.911069245108158,0.33637412533809846,8.801025831436704,-0.08495112889352929,-0.06947870128193781,3.735496376542863,0.0,317.16196220000006,7.640884128443576,-0.06905446392169051,1.855121770597128,4.6464544201753855,0.74378700934626,4.233382702806386,1534.6733120843896,16.756201442378742,-0.07721137173005357,6.559295715277777,8.754336135676494,6.082,3.9164271307927168,0.0,26.876377056272947,0.6723711436216853,22.238332047,0.0,3.161,0.9785436507936508,2.0653768535478605,52.67203763873256,0.3141086644055568,0.8358548472078341,177.36127090706668,0.2408881158406645,1.3262545269782386,-0.03662711560989425,-2.893333257903069,2.8489573453453776,1.281451199418145,0.8675325339685793,3.6124336424679244,124.57145947258037,186.596,0.03439814814814814,-0.14920699505274954,0.9673554497575934,-0.09163245456680312,0.08587636918104609,0.3141086644055568,0.0,-61.5026328125,1.2899351130535046,-0.03662711560989425,0.3333307450465778,0.6872499560491785,1.556
